	idx	parents_id	title	type	definition	corpus	grade
493	493	[]	半角	1		[]	['其他']
494	494	[]	圆角	1		[]	['其他']
496	496	[3353, 169, 111, 3355, 29, 1, 187, 3501, 3502, 863, 1131, 538, 166, 255]	平行	1	平面上两条直线、空间的两个平面或空间的一条直线与一平面之间不相交时的关系。	[]	['其他']
497	497	[]	结果	1	结果	[]	['其他']
498	498	[463, 1605, 154]	射影	1	1.蜮的异名。	[]	['其他']
499	499	[128]	可微	1		[]	['其他']
500	500	[2021, 1918]	中线	1	1.又称中心线。位置居中的线。	[]	['其他']
501	501	[]	相位	1	又称“位相”。表示作周期变化的物理量在任一时刻(或位置)的状态的一个数值。是表示振动步调的量。如波动中相距为半波长的点，它们的位移、速度、加速度的大小始终相等，方向始终相反，称为反相点，相位差等于π；相距为一个波长的点，振动的步调始终相同，称为同相点，相位差等于0或2π。	[]	['其他']
502	502	[3634, 6]	根轴	1	也称“等幂轴”。与两个不同心的圆有相等圆幂的点的轨迹。是一条垂直于两圆连心线的直线。	[]	['其他']
503	503	[456, 91]	补集	1	在研究集合之间关系时，往往把讨论限制在某一给定集合的范围内，即待研究集合都是给定集的子集，这个给定的集称为“全集”，记作i。若已知全集i，而a{c=}i，则i中所有不属于a的元素组合的集合，称为集a的“补集”或“余集”，记作或a′，如图所示。	[]	['其他']
504	504	[]	变项	1		[]	['其他']
505	505	[456]	子集	1	集合论的基本概念之一。如果集a的任一元素都是集b的元素，则称集a为集b的一个子集，记作a{c=}b或b{=>}a，读作“a包含于b”或“b包含a”。如果a是b的子集，且b中至少含有一个不属于a的元素，则称a是b的“真子集”，记作ab或ba。任一集合都是它本身的子集，空集是任何集合的子集。	[]	['其他']
506	506	[206, 456, 128, 3604, 1718, 743, 1315, 2662, 1402, 1080, 1124, 1290, 31, 3607, 1389]	值域	1		[]	['其他']
507	507	[]	扇式	1		[]	['其他']
508	508	[3493, 3491, 372, 2999, 362]	投影	1	画法几何中，用一组假想光线将物体的形状投射到一个面上去，称为“投影”。这个面上得到的图形，也称“投影”。投射线从一点出发的称“中心投影”；投射线相互平行的称“平行投影”。平行投影中，投射线与投影面垂直的称“正投影”；倾斜的称“斜投影”。	[]	['其他']
509	509	[3354]	平角	1	见“角”。	[]	['其他']
510	510	[]	合取	1		[]	['其他']
511	511	[1765, 2021]	斜边	1		[]	['其他']
512	512	[3354]	优角	1		[]	['其他']
513	513	[]	重合	1	1.重逢;再相见。	[]	['其他']
514	514	[]	等比	1	1.同辈;同列。	[]	['其他']
515	515	[]	转置	1	调换安置。	[]	['其他']
516	516	[321, 6, 212, 484, 183, 1895, 1225, 1376, 816, 769, 842, 1120, 863, 733, 688, 1918, 920, 802, 2021, 1765, 1693, 116, 187, 362]	面积	1	几何学的基本度量之一。是用以度量平面或曲面上一块区域大小的正数。通常以边长为单位长的正方形的面积为度量单位。	[]	['其他']
517	517	[]	算术	1	研究自然数(正整数)、分数、小数的简单性质，及其加、减、乘、除、乘方、开方运算法则的一门学科。是数学中最基础的部分。由算术进一步发展起来的是代数学和数论。中国古代将数学和数学书也统称为算术。	['计算']	['其他']
518	518	[]	球缺	1	又称“球弓形”。球被一个平面所截得的部分。截面称为球缺的底面，垂直于截面的直径被此截面截得的线段长称为球缺的高。球缺也可以看作球冠和截面所围成的几何体。设球缺的高为h,球半径为r,则球缺的体积为v=πh^2(r－h3)。	[]	['其他']
519	519	[]	简化	1	把繁杂的变成简单的：简化手续 ㄧ力求简化。	[]	['其他']
520	520	[6, 3354]	周角	1	见“角”。	[]	['其他']
521	521	[842]	旁心	1	三角形旁切圆的圆心。是三角形两条外角平分线和第三个角的内角平分线(所在直线)的交点，到三边(所在直线)的距离相等。三角形的三个旁心都在三角形形外。	[]	['其他']
522	522	[]	互换	1	相互交换 [同类之物]：以 [某物]易 [某物]：交换。	[]	['其他']
523	523	[]	通解	1	1.疏通解释。	[]	['其他']
524	524	[]	截线	1		[]	['其他']
525	525	[328, 372]	乘积	1	两个或两个以上的数相乘所得的数。简称积。	[]	['其他']
526	526	[1534, 43, 202]	曲面	1	当空间的点的直角坐标(x，y，z)满足条件f(x，y，z)＝0时的点的轨迹。f(x，y，z)＝0是这个曲面的方程。球面、柱面、锥面等都是常见的曲面。	[]	['其他']
527	527	[292, 464, 3037, 160, 1270, 1058]	频率	1	①单位时间内完成振动(或振荡)的次数。单位为赫兹。频率f和周期t互成倒数，即f=1t，t=1f。	[]	['其他']
528	528	[]	正定	1	1.校订改正。	[]	['其他']
529	529	[]	分比	1		[]	['其他']
530	530	[]	焦轴	1		[]	['其他']
531	531	[]	余角	1	两个角之和等于直角时，称一个角是另一个角的“余角”。	[]	['其他']
532	532	[]	等角	1		[]	['其他']
533	533	[]	纯量	1		[]	['其他']
534	534	[374, 232, 314, 634]	分数	1	①评定成绩或胜负时所记的分儿的数字：三门功课的平均分数是87分ㄧ鞍马，他得的分数是9.5分。	[]	['其他']
535	535	[]	公设	1	不需要证明就可以认为是真的假设，例如，由一点到另一点可以引一条直线。	[]	['其他']
536	536	[351, 41, 224, 1109]	开方	1	求一个数的方根的运算，如81开4次方得±3。	[]	['其他']
537	537	[]	泛量	1		[]	['其他']
538	538	[362, 688, 842]	线段	1	见“直线”。	[]	['其他']
539	539	[]	像点	1		[]	['其他']
541	541	[]	后项	1	数学名词。相比的两个数，在比号之后的叫后项，比号之前的叫前项。如a:b=c:d，则b﹑d为后项。	[]	['其他']
542	542	[116]	长轴	1		[]	['其他']
543	543	[1765, 842, 1832, 1836, 3423]	垂心	1	三角形三条高(所在直线)的交点。锐角三角形的垂心在三角形形内；直角三角形的垂心与直角顶点重合；钝角三角形的垂心在三角形形外。	[]	['其他']
544	544	[787, 674, 1392, 6, 116, 134]	轨迹	1	①一个点在空间移动，它所通过的全部路径叫做这个点的轨迹。	[]	['其他']
545	545	[372]	位移	1	质点位置矢量的差。是矢量。其方向规定为从初位置指向末位置。在平面直角坐标系中，质点在某段时间内自位置p_１运动到位置p_２的过程中，不论质点所循路径如何，位移s等于位置矢量r_１与r_２的矢量差(如图)。单位为长度单位。	[]	['其他']
546	546	[]	主项	1	简单判断中反映断定的对象的概念。如“科学技术是生产力”中的“科学技术”，就是主项。性质判断中的主项只有一个，关系判断中的主项有两个或更多，分别称为前主项、后主项，或第一主项、第二主项、第三主项……。如“浙江在江苏和福建之间”，“浙江”是第一主项，“江苏”是第二主项，“福建”是第三主项。	[]	['其他']
547	547	[]	密位	1		[]	['其他']
548	548	[]	真数	1	一个数，它的对数是已知数，就称此数为已知数的真数。真数亦称反对数，是相对于假数(即对数)而言的数。	[]	['其他']
550	550	[]	椭球体	1		[]	['其他']
551	551	[]	迭代形	1		[]	['其他']
552	552	[]	行程图	1		[]	['其他']
553	553	[]	大扇形	1		[]	['其他']
554	554	[]	凸函数	1		[]	['其他']
555	555	[]	不包含	1		[]	['其他']
556	556	[]	未知量	1		[]	['其他']
557	557	[]	正弦表	1		[]	['其他']
558	558	[]	基准线	1		[]	['其他']
559	559	[]	逆映射	1		[]	['其他']
560	560	[]	悬链线	1	一条柔软而不能伸长的链条悬挂于两点，平衡时链条所形成的曲线。取链的最低点为a(o，a)，则悬链线方程为$$y＝achxa＝a2(e^xa＋e^－xa)。$$	[]	['其他']
561	561	[]	组织图	1		[]	['其他']
562	562	[160]	统计图	1		[]	['其他']
563	563	[]	共线面	1		[]	['其他']
564	564	[]	立方式	1		[]	['其他']
565	565	[]	小于号	1		[]	['其他']
566	566	[]	无向量	1		[]	['其他']
567	567	[187, 3354, 29, 184, 298, 3355, 246, 82, 863, 920, 688, 1225]	对角线	1	多边形内联结不相邻的两个顶点的直线﹐以及多面体内联结不同平面上的两个顶点的直线﹐都叫对角线。	[]	['其他']
568	568	[]	负方向	1		[]	['其他']
569	569	[]	连续数	1		[]	['其他']
570	570	[97]	组区间	1		[]	['其他']
571	571	[]	零矩阵	1		[]	['其他']
572	572	[]	双纽线	1		[]	['其他']
573	573	[]	角移位	1		[]	['其他']
574	574	[]	有向数	1		[]	['其他']
575	575	[]	充份性	1		[]	['其他']
576	576	[]	优扇形	1		[]	['其他']
577	577	[]	二视图	1		[]	['其他']
578	578	[516, 6, 212]	圆面积	1		[]	['其他']
579	579	[2, 28]	负指数	1		[]	['其他']
580	580	[3367, 6, 138, 650]	圆周长	1		[]	['其他']
581	581	[]	角速度	1	物体转动时在单位时间内所转过的角度。匀速转动的物体，角速度＝转过的角度／时间。	[]	['其他']
582	582	[]	内分角	1		[]	['其他']
583	583	[1315, 1942]	二次项	1		[]	['其他']
584	584	[]	九边形	1		[]	['其他']
585	585	[]	弓形角	1		[]	['其他']
586	586	[3353, 169, 3352, 823, 1507]	方位角	1	从某点的指北方向线作为起始方向线，沿顺时针方向到该点至目标方向线之间的水平夹角。从真子午线起算的称为“真方位角”，用于精密测量；从磁子午线起算的称为“磁方位角”，用于航空、航海；从坐标网纵线起算的称为“坐标方位角”，用于军事(炮兵)。	[]	['其他']
588	588	[108]	被乘数	1	应被另一个数所乘的数。	[]	['其他']
589	589	[]	蕴涵式	1		[]	['其他']
590	590	[]	带分数	1		[]	['其他']
591	591	[]	证明题	1		[]	['其他']
592	592	[]	递升序	1		[]	['其他']
593	593	[]	渐开线	1		[]	['其他']
594	594	[]	余因子	1		[]	['其他']
595	595	[]	中均差	1		[]	['其他']
596	596	[115, 374, 328, 754]	多项式	1	又称“有理整式”。有限个单项式的代数和。多项式中合并同类项后的各单项式称为它的项，各项次数中最大的称为多项式的次，含n个元的多项式称n元多项式。如$$2x^4-3xy^2+5yz+z-4$$是三元四次多项式。	[]	['其他']
597	597	[386, 1955, 1114, 2004]	加减法	1		['加减']	['其他']
598	598	[]	条件式	1		[]	['其他']
599	599	[]	复合数	1		[]	['其他']
600	600	[]	对称式	1		[]	['其他']
601	601	[]	余切表	1		[]	['其他']
602	602	[6, 133, 132, 183]	圆心角	1	顶点在圆心的角。圆心角的度数等于它所对的弧的度数。	[]	['其他']
603	603	[]	象形图	1		[]	['其他']
604	604	[456, 97]	闭区间	1		[]	['其他']
605	605	[]	可迁律	1		[]	['其他']
606	606	[]	精确解	1		[]	['其他']
607	607	[2126, 1942]	判别式	1	用以判别一元n次方程是否有重根的表达式。如一元二次方程ax^２+bx+c=0的判别式是δ=b^２-4ac，当δ=0时，方程有二重根。	[]	['其他']
608	608	[]	几何学	1	研究空间图形的形状、大小和位置的相互关系的一门学科。古埃及为了兴建尼罗河水利工程进行土地测量，推动几何学的产生和发展。公元前3世纪，古希腊数学家欧几里得总结前人研究成果，建立演绎体系，写出了经典名著《几何原本》。17世纪，法国数学家笛卡儿用代数方法研究几何问题，创立了解析几何。18、19世纪由于工程、力学和土地测量的需要，产生了画法几何、射影几何和微分几何；以后又出现了非欧几何、黎曼几何等。20世纪以来，进一步发展了微分几何的整体理论。在数学各科和物理学中有广泛的应用。	[]	['其他']
609	609	[]	劣弓形	1		[]	['其他']
610	610	[]	弹性体	1	也称“弹料”或“弹胶体”。具有高弹性的高分子化合物或混合物的总称。在外力作用下可伸长至原长的两倍以上，除去外力即可迅速回覆到接近原来的长度。分天然弹性体(如天然橡胶)和合成弹性体(如合成橡胶)两大类。	[]	['其他']
611	611	[]	多重根	1		[]	['其他']
612	612	[]	矢量和	1		[]	['其他']
613	613	[]	阿根图	1		[]	['其他']
614	614	[]	隐定义	1		[]	['其他']
615	615	[128, 103, 1315, 743, 3624, 1718, 1377, 1402, 3607, 1566, 1290, 1830, 3623, 1389, 1219, 3663, 1805]	自变量	1		[]	['其他']
616	616	[]	三项式	1		[]	['其他']
617	617	[]	二倍角	1		[]	['其他']
618	618	[665]	对称点	1		[]	['其他']
619	619	[1492, 1238, 1842, 1723, 459]	相似比	1		[]	['其他']
620	620	[]	万分位	1		[]	['其他']
621	621	[]	斜圆锥	1		[]	['其他']
622	622	[3561]	分配律	1	两数之和与第三数相乘，可先将各加数同第三数相乘再将乘积相加，所得结果相同的运算定律。一般地，在某个集中若有加法和乘法两种代数运算，使集中任意三个元素a、b、c，满足(a+b)c=ac+bc，c(a+b)=ca+cb时，就称这两个运算满足乘法对加法的分配律。	[]	['其他']
623	623	[292, 650]	小数点	1	表示小数部分开始的符号“.”。	[]	['其他']
624	624	[19, 3443]	绝对值	1	实数a的绝对值记作｜a｜，它是指：当a≥0时，｜a｜＝a；当a＜0时，｜a｜＝-a。它在数轴上表示与a对应的点到原点的距离。复数的绝对值亦称“复数的模”。复数z＝a+bi的绝对值｜z｜＝a^2+b^2。在复数平面上，它表示点z(a，b)到原点的距离。	[]	['初中二年级']
625	625	[796]	超越数	1	不满足任何整系数代数方程的数。如圆周率π、自然对数的底e等。可以证明超越数有无穷多个。超越数必定是无理数，反之，无理数却未必是超越数。	[]	['其他']
626	626	[143]	平方差	1		[]	['其他']
628	628	[29, 1623]	一般式	1		[]	['其他']
629	629	[534, 634]	假分数	1	值大于或等于1的分数。	[]	['其他']
630	630	[]	优弓形	1		[]	['其他']
631	631	[]	三段论	1	由一个共同概念联系着的两个性质判断做前提，推出另一个性质判断做结论的推理。如：“一切金属都能导电，铜是金属，所以铜能导电。”这是一种最常用的推理形式。它只能有三个概念，每个概念分别在两个判断中出现。	[]	['其他']
632	632	[1718, 128, 743, 828]	函数值	1		[]	['初中二年级']
633	633	[]	正比例	1	对于两个相互关联的量x和y，如果在变化过程中它们的比值保持不变，则称此两个量x与y成正比例，记作x∝y或x＝ky，非零常数k称为比例常数。	[]	['其他']
634	634	[374, 402]	有理数	1	整数和分数的统称。任一有理数都可表示成mn的形式，其中m、n为整数，n≠0。全体有理数组成的集合称为有理数集，通常记作q。	[]	['其他']
635	635	[402]	负实数	1		[]	['其他']
636	636	[]	不连续	1		['不连续性']	['其他']
638	638	[]	极小值	1		[]	['其他']
639	639	[]	交错角	1		[]	['其他']
640	640	[]	欧拉图	1		[]	['其他']
641	641	[]	应变量	1		[]	['其他']
642	642	[]	全振动	1		[]	['其他']
643	643	[]	顶垂线	1		[]	['其他']
644	644	[]	三角比	1		[]	['其他']
645	645	[]	正规曲	1		[]	['其他']
646	646	[]	生成元	1		[]	['其他']
648	648	[]	不定型	1		[]	['其他']
649	649	[735]	不等号	1	表示两个数或两个代数式的不等关系的符号。基本的不等号有大于(>)、小于(<)和不等于(≠)三种。	[]	['其他']
650	650	[292, 374, 6, 304]	圆周率	1	圆周长与直径的比值。是一个常数，用π表示。中国数学家刘徽用割圆术求得π≈3.14，称为徽率。南北朝数学家祖冲之算出3.1415926＜π＜3.1415927，并以227作为约率，355113为密率。近代电子计算机出现后，π的近似值精确度大大提高。已经证明：π是无理数，也是超越数。	[]	['其他']
651	651	[]	零指数	1		[]	['其他']
653	653	[]	表列式	1		[]	['其他']
654	654	[]	被积式	1		[]	['其他']
655	655	[]	立方体	1	六个面积相等的正方形所围成的立体 。所有棱长都相等的长方体。正方体的体积等于其棱长的立方。也叫正方体。	['正方体', '正六面体']	['其他']
656	656	[]	等于号	1		[]	['其他']
657	657	[]	众数组	1		[]	['其他']
658	658	[]	待定型	1		[]	['其他']
659	659	[]	横截面	1		[]	['其他']
660	660	[1596]	不变量	1		[]	['其他']
661	661	[374, 445, 634, 3432, 152]	自然数	1	也称“正整数”。用以表示事物个数或给事物编序的数，即1，2，3，…它是由1开始逐次加1而得到的。在现代数学中，往往把“0”也归属于自然数中。还可以用公理的形式来定义自然数。参见“皮亚诺公理”。	['非负整数']	['其他']
662	662	[]	线条图	1		[]	['其他']
663	663	[]	输换式	1		[]	['其他']
664	664	[]	加括号	1		[]	['其他']
665	665	[1952, 128, 728]	奇函数	1	设y＝f(x)是定义在关于原点对称的区间上的函数，如果对于定义域中任意一个x，都有f(-x)＝－f（x），那么函数y＝f(x)称为奇函数。它的图像关于原点成中心对称。	[]	['其他']
668	668	[]	量角器	1	量角度用的工具。绘图用。通常为半圆形薄片，周缘刻有度数，可以直接量出180°以内的角度。	[]	['其他']
669	669	[]	逆对数	1		[]	['其他']
670	670	[]	定义城	1		[]	['其他']
671	671	[]	特征根	1		[]	['其他']
672	672	[]	迭代值	1		[]	['其他']
673	673	[]	转向点	1		[]	['其他']
674	674	[362, 1534, 1893, 134, 1392, 3644, 1591]	抛物线	1	圆锥曲线的一种。平面上到一个定点和一条定直线距离相等的点的轨迹。这个定点f称为抛物线的焦点，这条定直线d称为抛物线的准线。取经过焦点f且垂直于准线d的直线为x轴，x轴与d相交于点k，以线段kf的中垂线为y轴，建立直角坐标系，设｜kf｜=p，则抛物线的标准方程为y^2=2px，焦点为fp2，0，准线方程为x=-p2，p为抛物线的焦参数。抛物线的离心率为1。抛物线开口随p的增大而增大。	[]	['其他']
675	675	[]	右极限	1		[]	['其他']
676	676	[]	组中点	1		[]	['其他']
677	677	[]	正射影	1		[]	['其他']
678	678	[]	分布域	1		[]	['其他']
679	679	[]	列向量	1		[]	['其他']
680	680	[]	反导数	1		[]	['其他']
681	681	[]	三等分	1		[]	['其他']
682	682	[314, 341]	纯虚数	1		[]	['其他']
683	683	[]	连心线	1		[]	['其他']
684	684	[]	垂直线	1	见“垂线”。	[]	['其他']
685	685	[]	矩形图	1		[]	['其他']
686	686	[2217]	逆运算	1	一种运算所求的结果是另一种运算的已知条件，而其已知条件却是另一种运算的结果，这样两种运算就称互为逆运算。如减法与加法互为逆运算，除法与乘法互为逆运算，开方与乘方互为逆运算。	[]	['其他']
687	687	[]	左极限	1		[]	['其他']
688	688	[374]	多边形	1	由三条或三条以上的边构成的图形 。	[]	['其他']
689	689	[143, 445]	平方数	1		[]	['其他']
690	690	[]	相交角	1		[]	['其他']
691	691	[29, 1392, 787]	渐近线	1	当曲线上的动点沿着曲线无限远离原点时，动点到一条定直线的距离趋近于零，则这条定直线称为曲线的一条渐近线。例如，双曲线x^２a^２-y^２b^２=1有两条渐近线y=bax和y=-bax。	[]	['其他']
692	692	[3428, 1989, 1955, 1942, 1114, 1315, 735, 926, 1691, 1483, 1687, 2020, 1985, 2004, 1998, 1252, 1652, 743]	未知数	1	数学名词。指代数式或方程中数值需要经过运算才能确定的数。亦喻指尚未了解的事物。	[]	['其他']
693	693	[]	发散性	1		[]	['其他']
694	694	[]	复名数	1	带有两个或两个以上单位名称的数，如5元8角、3丈5尺2寸等。	[]	['其他']
695	695	[]	初速度	1		[]	['其他']
696	696	[]	横截轴	1		[]	['其他']
697	697	[6, 185]	弦切角	1	顶点在圆上，一边和圆相交，另一边与圆相切的角。弦切角等于它所夹的弧对的圆周角。	[]	['其他']
698	698	[128, 596, 1315]	常数项	1		[]	['其他']
699	699	[]	非线性	1		[]	['其他']
700	700	[]	投射线	1		[]	['其他']
701	701	[]	匀速率	1		[]	['其他']
702	702	[]	最大项	1		[]	['其他']
703	703	[]	行列式	1	将n^2个元素a_ij(i，j=1，2，…，n)排成n行、n列的方阵，两边加上一条竖线，即符号a_11…a_1n　…　…a_n1…a_nn称为一个n阶行列式。它表示n!个乘积项的代数和，其中每一项为不同行、不同列上n个元素的乘积，并添上适当的正负号。行列式是为求n元线性方程组的解而引入的。	[]	['其他']
704	704	[]	内分点	1		[]	['其他']
705	705	[]	旋转体	1		[]	['其他']
706	706	[]	反对数	1	又称“逆对数”。如果正数n的对数为b，则称n为b的反对数，记作n＝log^-1_ab(a＞0，a≠1)。反对数就是由已知对数b去求出相应的真数n。	[]	['其他']
707	707	[]	真确解	1		[]	['其他']
708	708	[]	不定元	1		[]	['其他']
709	709	[388, 3619, 3457, 1074, 2952, 1023, 763, 2017]	纵坐标	1	平面笛卡尔坐标系中一个点的竖直的坐标,由平行于y轴的线段来度量。	[]	['其他']
710	710	[]	特殊角	1		[]	['其他']
711	711	[]	半球体	1		[]	['其他']
712	712	[]	切点弦	1		[]	['其他']
713	713	[]	临界域	1		[]	['其他']
714	714	[6, 362, 1251]	单位圆	1		[]	['其他']
715	715	[]	旋轮线	1		[]	['其他']
716	716	[]	离心圆	1		[]	['其他']
717	717	[]	拋物线	1		[]	['其他']
718	718	[128]	减函数	1		[]	['其他']
719	719	[]	半长轴	1		[]	['其他']
720	720	[]	二进数	1		[]	['其他']
721	721	[388, 3415, 393, 3619, 3457, 1074, 2952, 1023, 763, 1718]	横坐标	1	平面笛卡儿坐标系中一个点的水平坐标,其数值由平行于x轴的线段来量度。	['(横)坐标']	['其他']
722	722	[29, 1942]	一般解	1		[]	['其他']
723	723	[103, 1315, 1595, 1942]	一次项	1		[]	['其他']
724	724	[]	合向量	1		[]	['其他']
725	725	[]	半贯轴	1		[]	['其他']
727	727	[]	圆锥摆	1		[]	['其他']
728	728	[128, 3607]	奇偶性	1		[]	['其他']
729	729	[170, 542, 674, 116, 787]	离心率	1	见“椭圆”(802页)、“双曲线”(299页)、“抛物线”。	[]	['其他']
730	730	[]	共圆点	1		[]	['其他']
731	731	[456, 1389]	可行解	1		[]	['其他']
732	732	[]	恒等号	1		[]	['其他']
733	733	[1952, 1893]	长方形	1	平面上每个内角都是直角而长宽不相等的四边形。它的面积是相邻两边长的乘积。又称矩形。	[]	['其他']
734	734	[]	直棱柱	1		[]	['其他']
735	735	[328]	不等式	1	表示不等关系，用不等号联结起来的式子。其中用符号“＞”(大于)、“＜”(小于)或“≠”(不等于)联结起来的，称为严格不等式，用符号“≥”(大于或等于)、“≤”(小于或等于)联结起来的，称为非严格不等式。对于含有未知数的不等式，能使此不等式成立的所有未知数值的集合，称为不等式的解。求不等式解的过程，称为“解不等式”。	[]	['其他']
736	736	[]	联变分	1		[]	['其他']
737	737	[]	正半轴	1		[]	['其他']
738	738	[882, 245]	反证法	2	证明定理的一种方法，先提出和定理中的结论相反的假定，然后从这个假定中得出和已知条件相矛盾的结果来，这样就否定了原来的假定而肯定了定理。也叫归谬法。	[]	['初中三年级']
739	739	[287, 1013, 1315, 506, 128, 1389, 3643, 632, 674, 176, 164, 2013, 213, 828]	最小值	1		[]	['其他']
740	740	[]	选择题	1		[]	['其他']
741	741	[]	非自反	1		[]	['其他']
742	742	[]	递降序	1		[]	['其他']
743	743	[128, 1623, 1795, 134, 1830, 1315]	解析式	1	也称“解析表达式”、“表达式”。由数学运算符号把数字和表示数的字母连结而成的式子。解析式中，不表示确定的数而可以表示不同数的字母，称为自变数；必须指明自变数允许取值的范围，否则就认为允许值是给定数域内的任意数值。	['解析表达式', '表达式']	['其他']
744	744	[]	运算律	1		[]	['其他']
745	745	[]	逆函数	1		[]	['其他']
746	746	[]	共轴系	1		[]	['其他']
747	747	[128, 1991]	幂函数	1		[]	['其他']
749	749	[]	方向比	1		[]	['其他']
750	750	[583]	二项式	1	由正号或负号将两项联结而成的数学式。	[]	['其他']
751	751	[]	完整数	1		[]	['其他']
752	752	[]	质因素	1		[]	['其他']
753	753	[28]	正指数	1		[]	['其他']
754	754	[115, 374]	代数式	1	由有限个代数运算符号+、-、×、÷及开方、乘方，把数字和表示数的字母连结而成的解析式。代数式分有理式、无理式两类；有理式又分整式和分式；整式还有单项式、多项式之分。	[]	['其他']
755	755	[]	同顶角	1		[]	['其他']
756	756	[]	圆瓣图	1		[]	['其他']
757	757	[]	被除数	1	除法运算中被另一个数所除的数,如24÷8=3,其中24是被除数。	[]	['其他']
758	758	[]	几何板	1		[]	['其他']
759	759	[]	逆命解	1		[]	['其他']
760	760	[6, 132]	同心圆	1	同一平面上同一圆心而半径不同的圆。	[]	['其他']
761	761	[]	对逆性	1		[]	['其他']
762	762	[372]	不共线	1		[]	['其他']
763	763	[313, 160, 562, 1503, 128]	折线图	1		['折线统计图']	['其他']
764	764	[]	凹函数	1		[]	['其他']
765	765	[]	中垂线	1		[]	['其他']
766	766	[322]	逆变分	1		[]	['其他']
767	767	[]	有序集	1		[]	['其他']
769	769	[]	小扇形	1		[]	['其他']
772	772	[1937, 1942]	标准型	1		[]	['其他']
773	773	[]	负向量	1		[]	['其他']
774	774	[]	可约性	1		[]	['其他']
776	776	[456, 97]	开区间	1		[]	['其他']
777	777	[244]	反比例	1	两个量（a和b），如果其中的一个量（a）扩大到若干倍，另一个量（b）反而缩小到原来的若干分之一，或一个量（a）缩小到原来的若干分之一，另一个量（b）反而扩大到若干倍，这两个量的变化关系叫做反比例，记作a 。	[]	['其他']
778	778	[81, 674]	正焦弦	1		[]	['其他']
779	779	[187, 184, 29, 674, 116, 6, 362, 1889, 1918, 1893, 787, 1830]	对称轴	1	指将图形分为对称的两部分的中轴线。	[]	['其他']
780	780	[258]	误差项	1		[]	['其他']
781	781	[]	近似数	1	与真实数值相近的数。人们在测量时间、长度、重量等时，由于受测量工具和技术的限制，往往只能得到近似数。通常用符号“≈”或“”表示近似数，如2≈1.4。	[]	['其他']
782	782	[]	阶导数	1		[]	['其他']
783	783	[455]	正交圆	1		[]	['其他']
784	784	[134]	变化率	1		[]	['其他']
785	785	[]	蜗牛线	1		[]	['其他']
786	786	[]	正割法	1		[]	['其他']
787	787	[362, 1392, 1893, 1952, 3644, 1591]	双曲线	1	圆锥曲线的一种。指平面上到两个定点的距离之差的绝对值等于定长的点的轨迹。两个定点f与f′称为双曲线的焦点，两个焦点间的距离称为焦距。与此等价的定义是：到一个定点f与一条定直线d的距离之比为大于1的常数的点的轨迹。这个定点为双曲线的一个焦点，定直线为双曲线的一条准线，这个常数为双曲线的离心率。设双曲线的焦距为2c，动点到两个定点距离的差的绝对值等于2a(c＞a＞0)，取两焦点所在直线为x轴，两焦点确定的线段中点为原点，建立直角坐标系，则双曲线的标准方程为x^2a^2-y^2b^2＝1，其中b^2＝c^2-a^2(b＞0)。双曲线的离心率e=ca，准线方程为x=±a^2c，双曲线x^2[]a^2-y^2[]b^2=1有两条渐近线，它们的方程为x^2[]a±y^2[]b=0。	[]	['其他']
788	788	[]	负因数	1		[]	['其他']
789	789	[]	投射角	1		[]	['其他']
790	790	[]	极限角	1		[]	['其他']
791	791	[]	拟柱体	1	所有顶点都在两个平行平面内的多面体。两个互相平行的面称为拟柱体的底面，其余的面称为拟柱体的侧面，两个底面之间的距离称为拟柱体的高。设拟柱体的上、下底面和中截面面积分别为q_１、q_２、q_０，高为h，则其体积v=16h(q_1+4q_0+q_2)。	[]	['其他']
792	792	[]	估计量	1		[]	['其他']
793	793	[]	正庇曲	1		[]	['其他']
794	794	[]	主视图	1		[]	['其他']
795	795	[]	临界点	1	物理学名词。物体由一种状态转变成另一种状态的条件。如气体在某一温度时﹐加上一定的压力就能转化为液体﹐这种温度和压力即该气体的临界点。亦借指事情性质发生变化的关节。	[]	['其他']
796	796	[534, 402, 374, 1109]	无理数	1	无限不循环小数。任何无理数都不能表示成两个整数之比。早在公元前5世纪，古希腊的毕达哥拉斯学派就已通过不可公度量(如正方形边长与其对角线长之比)，发现了无理数，但其严格定义直到19世纪才由戴德金、康托尔等人建立。	[]	['其他']
797	797	[187]	长方体	1	底面是矩形的直平行六面体。长方体中，交于同一个顶点的三条棱的长度，分别称为长方体的长、宽、高，合称为三度。长方体的三度的平方和，等于它的对角线的平方。长方体的体积等于其长、宽、高的积。	[]	['其他']
798	798	[]	矢量积	1		[]	['其他']
799	799	[]	外摆线	1	又称“圆外旋轮线”。一个动圆沿着一个定圆在定圆外作无滑动的滚动时，圆周上一定点的轨迹。如图建立直角坐标系，设定圆为x^2+y^2=r^2，动圆半径为r，则外摆线的参数方程为x=(r+r) cos φ-r cos r+r[]rφ,y=(r+r) sin φ-r sin r+r[]rφ。当r=r时的外摆线称为心脏线，可用来三等分任意角。	[]	['其他']
800	800	[]	首通径	1		[]	['其他']
801	801	[128]	增函数	1		[]	['其他']
802	802	[]	五边形	1		[]	['其他']
803	803	[]	对数表	1		[]	['其他']
804	804	[]	应变数	1		[]	['其他']
805	805	[]	相邻数	1		[]	['其他']
806	806	[1492]	位似比	1		[]	['其他']
807	807	[]	正切表	1		[]	['其他']
808	808	[]	异类项	1		[]	['其他']
